,Weight_in_gms,Cost_of_the_Product,Discount_offered,Warehouse_block_D,Warehouse_block_B,Warehouse_block_A,Product_importance,Prior_purchases,Mode_of_Shipment,Customer_care_calls,Gender,Target
9689,0.007450693937180425,0.9579439252336449,0.08333333333333334,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,1.0,0.0,1
1022,0.14638422205989773,0.7663551401869159,0.3333333333333333,0.0,0.0,1.0,0.5,0.16666666666666669,1.0,0.2,0.0,1
1372,0.11409788166544924,0.25233644859813087,0.48333333333333334,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,1
9032,0.6099342585829072,0.39252336448598135,0.15,0.0,0.0,1.0,0.0,0.3333333333333333,0.5,0.4,0.0,1
8293,0.4818115412710007,0.37850467289719625,0.016666666666666666,0.0,0.0,0.0,0.5,0.8333333333333333,1.0,0.4,0.0,0
1714,0.09963476990504017,0.2149532710280374,0.4166666666666667,0.0,0.0,0.0,0.5,0.0,1.0,0.4,1.0,1
7515,0.03710737764791819,0.6728971962616822,0.1,0.0,1.0,0.0,1.0,0.49999999999999994,0.5,0.6000000000000001,1.0,0
4928,0.6974433893352812,0.8177570093457943,0.05,0.0,0.0,1.0,0.5,0.16666666666666669,0.0,0.0,1.0,0
8850,0.6823959094229365,0.7943925233644858,0.03333333333333334,1.0,0.0,0.0,1.0,0.8333333333333333,1.0,0.4,1.0,1
10469,0.09393718042366692,0.7757009345794391,0.05,0.0,0.0,0.0,1.0,0.6666666666666667,1.0,0.4,0.0,1
2101,0.005551497443389342,0.46261682242990654,0.4666666666666667,0.0,0.0,0.0,0.5,0.6666666666666667,1.0,0.6000000000000001,0.0,1
4891,0.5644996347699051,0.4719626168224299,0.03333333333333334,0.0,0.0,0.0,0.5,0.0,1.0,0.2,0.0,0
5612,0.6423666910153396,0.4018691588785047,0.08333333333333334,0.0,0.0,1.0,0.0,0.49999999999999994,0.0,0.6000000000000001,0.0,0
5943,0.5466764061358655,0.28971962616822433,0.11666666666666667,0.0,1.0,0.0,0.5,0.0,1.0,0.6000000000000001,1.0,0
4371,0.4525931336742147,0.5186915887850467,0.05,0.0,1.0,0.0,1.0,0.0,0.5,0.4,1.0,0
5623,0.6683710737764792,0.6074766355140188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
5486,0.5303140978816655,0.2850467289719626,0.0,0.0,0.0,1.0,0.5,0.6666666666666667,0.0,0.8,1.0,1
4224,0.6388604821037254,0.7009345794392524,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1
3543,0.7065010956902849,0.7897196261682243,0.03333333333333334,0.0,1.0,0.0,0.0,0.16666666666666669,0.5,0.6000000000000001,0.0,1
9423,0.1319211102994887,0.9018691588785047,0.13333333333333333,0.0,1.0,0.0,0.5,0.3333333333333333,1.0,1.0,1.0,0
10060,0.6804967129291454,0.14018691588785048,0.016666666666666666,0.0,0.0,0.0,1.0,0.49999999999999994,1.0,0.6000000000000001,0.0,1
2048,0.4182615047479913,0.4158878504672897,0.7999999999999999,0.0,0.0,1.0,0.0,0.0,0.5,0.2,0.0,1
4379,0.6705624543462381,0.6542056074766355,0.11666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0
7118,0.514536157779401,0.5841121495327103,0.11666666666666667,0.0,0.0,1.0,1.0,0.16666666666666669,0.5,0.2,0.0,0
412,0.05770635500365229,0.2149532710280374,0.18333333333333335,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4,1.0,1
2870,0.07786705624543461,0.11214953271028039,0.8999999999999999,0.0,0.0,1.0,0.5,0.16666666666666669,0.5,0.2,0.0,1
6190,0.4866325785244704,0.39252336448598135,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.0,0
9632,0.10547845142439735,0.3551401869158879,0.13333333333333333,0.0,0.0,1.0,0.5,0.0,1.0,0.6000000000000001,0.0,0
5726,0.053323593864134405,0.9065420560747662,0.15,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.8,1.0,0
2228,0.2004382761139518,0.47663551401869153,0.3,0.0,0.0,1.0,1.0,0.0,1.0,0.2,1.0,1
3626,0.6559532505478451,0.6121495327102803,0.15,0.0,0.0,1.0,1.0,0.16666666666666669,1.0,0.4,0.0,1
7680,0.4894083272461651,0.3598130841121495,0.016666666666666666,1.0,0.0,0.0,1.0,0.16666666666666669,0.0,0.4,0.0,0
4265,0.6593133674214755,0.6588785046728972,0.13333333333333333,0.0,0.0,0.0,0.0,0.16666666666666669,1.0,0.2,0.0,1
7483,0.08517165814463112,0.8785046728971962,0.1,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.8,1.0,0
230,0.07699050401753105,0.23364485981308414,0.8833333333333333,0.0,0.0,1.0,0.5,0.0,1.0,0.2,0.0,1
1759,0.3078159240321402,0.46261682242990654,0.05,0.0,0.0,0.0,0.5,0.0,0.5,0.6000000000000001,1.0,1
9146,0.08356464572680788,0.602803738317757,0.08333333333333334,0.0,0.0,1.0,1.0,0.49999999999999994,1.0,0.4,0.0,0
8797,0.4527392257121987,0.25233644859813087,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,0
9880,0.09481373265157048,0.9345794392523364,0.05,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.8,0.0,0
7593,0.6150474799123448,0.25233644859813087,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.6000000000000001,0.0,0
2256,0.37180423666910156,0.6261682242990655,0.35,1.0,0.0,0.0,0.0,0.16666666666666669,1.0,0.2,0.0,1
6296,0.025566106647187725,0.7009345794392524,0.15,0.0,0.0,1.0,0.5,0.6666666666666667,0.5,0.4,0.0,0
3537,0.6423666910153396,0.2850467289719626,0.08333333333333334,0.0,1.0,0.0,1.0,0.16666666666666669,0.5,0.2,0.0,1
2808,0.11526661796932067,0.23364485981308414,0.2,1.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.2,1.0,1
4101,0.46603360116873627,0.397196261682243,0.13333333333333333,0.0,1.0,0.0,1.0,0.16666666666666669,0.5,0.2,1.0,0
5031,0.016216216216216217,0.925233644859813,0.08333333333333334,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.8,1.0,0
9891,0.4400292184075968,0.822429906542056,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.4,1.0,1
3136,0.7238860482103725,0.5747663551401868,0.05,0.0,0.0,0.0,0.5,0.16666666666666669,0.5,0.2,1.0,0
10518,0.7140978816654492,0.47663551401869153,0.11666666666666667,1.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,0
6476,0.6092037983929875,0.7710280373831776,0.03333333333333334,0.0,0.0,1.0,0.5,1.0,1.0,0.2,0.0,0
4029,0.5938641344046749,0.5280373831775701,0.15,0.0,1.0,0.0,0.5,0.0,1.0,0.4,0.0,0
782,0.18363769174579983,0.5560747663551401,0.5499999999999999,0.0,0.0,1.0,1.0,0.0,1.0,0.4,0.0,1
10813,0.5618699780861943,0.5186915887850467,0.06666666666666667,0.0,0.0,0.0,1.0,0.16666666666666669,0.5,0.4,0.0,1
1730,0.42249817384952526,0.397196261682243,0.5166666666666666,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.6000000000000001,0.0,1
4784,0.466617969320672,0.7990654205607476,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.2,1.0,1
2049,0.27275383491599703,0.7102803738317757,0.9666666666666666,0.0,1.0,0.0,1.0,0.16666666666666669,0.5,0.4,1.0,1
4659,0.6986121256391526,0.4439252336448598,0.1,0.0,1.0,0.0,1.0,0.0,0.0,0.6000000000000001,1.0,1
4179,0.6815193571950329,0.2757009345794392,0.05,0.0,1.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,0
5160,0.5789627465303141,0.2850467289719626,0.08333333333333334,1.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.4,0.0,0
7087,0.6376917457998539,0.6682242990654205,0.11666666666666667,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.2,1.0,1
10300,0.5406866325785245,0.5186915887850467,0.06666666666666667,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,1
10502,0.6701241782322863,0.7102803738317757,0.1,0.0,0.0,1.0,1.0,0.16666666666666669,1.0,0.2,1.0,0
5429,0.6214755295836377,0.28037383177570097,0.08333333333333334,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.2,1.0,1
8371,0.6734842951059167,0.7383177570093459,0.05,0.0,0.0,0.0,0.5,0.16666666666666669,0.0,0.6000000000000001,0.0,1
9401,0.1100073046018992,0.8411214953271028,0.11666666666666667,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.8,0.0,1
10705,0.006281957633308993,0.616822429906542,0.13333333333333333,0.0,0.0,0.0,0.5,0.49999999999999994,1.0,0.6000000000000001,1.0,0
5839,0.6081811541271,0.23831775700934577,0.15,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,1
2954,0.12169466764061357,0.2289719626168224,0.7833333333333333,0.0,0.0,1.0,1.0,0.0,1.0,0.6000000000000001,1.0,1
2532,0.43462381300219144,0.6542056074766355,0.8833333333333333,1.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.2,0.0,1
2564,0.3319211102994887,0.7289719626168224,0.7,0.0,0.0,1.0,1.0,0.16666666666666669,1.0,0.4,0.0,1
5386,0.5263696128560993,0.5747663551401868,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.4,1.0,0
6831,0.47319211102994885,0.33644859813084116,0.15,0.0,1.0,0.0,0.5,0.0,0.5,0.6000000000000001,0.0,0
9151,0.08108108108108109,0.8878504672897195,0.08333333333333334,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.8,1.0,1
5907,0.5818845872899927,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.4,1.0,1
10321,0.52899926953981,0.19158878504672894,0.03333333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.4,1.0,1
10520,0.5111760409057706,0.4112149532710281,0.13333333333333333,0.0,0.0,1.0,1.0,0.16666666666666669,1.0,0.4,0.0,0
7413,0.04265887509130753,0.6962616822429907,0.06666666666666667,0.0,1.0,0.0,0.5,0.49999999999999994,0.0,0.6000000000000001,0.0,1
4638,0.5000730460189919,0.5934579439252335,0.06666666666666667,1.0,0.0,0.0,0.5,0.0,0.5,0.6000000000000001,1.0,1
7191,0.09510591672753835,0.8785046728971962,0.05,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.8,1.0,1
8740,0.7123447772096421,0.33644859813084116,0.11666666666666667,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.2,1.0,0
7047,0.6058436815193572,0.630841121495327,0.13333333333333333,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.2,1.0,1
207,0.1008035062089116,0.2990654205607477,0.7833333333333333,0.0,1.0,0.0,0.5,0.16666666666666669,1.0,0.0,1.0,1
2826,0.07611395178962746,0.3551401869158879,0.16666666666666666,1.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.0,0.0,1
9360,0.06953981008035062,0.6915887850467289,0.11666666666666667,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,1
3159,0.6468955441928415,0.30841121495327106,0.15,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0
6729,0.5450693937180424,0.602803738317757,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0
2642,0.04996347699050402,0.21962616822429903,0.25,0.0,0.0,1.0,1.0,0.16666666666666669,1.0,0.2,0.0,1
9977,0.6901387874360847,0.7476635514018691,0.1,0.0,0.0,0.0,0.5,0.0,0.5,0.2,0.0,1
6257,0.08239590942293645,0.9158878504672897,0.016666666666666666,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.8,0.0,0
8325,0.02045288531775019,0.850467289719626,0.03333333333333334,0.0,1.0,0.0,0.5,0.3333333333333333,1.0,0.8,1.0,1
4216,0.6622352081811541,0.4579439252336448,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.2,1.0,0
3640,0.6685171658144631,0.29439252336448596,0.05,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.2,1.0,1
2405,0.0737764791818846,0.24766355140186913,0.8833333333333333,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,1
6141,0.6899926953981008,0.1728971962616822,0.13333333333333333,0.0,1.0,0.0,0.5,0.16666666666666669,0.5,0.2,0.0,0
7518,0.44850255661066474,0.7663551401869159,0.016666666666666666,1.0,0.0,0.0,0.5,0.16666666666666669,0.5,0.8,1.0,0
2855,0.15281227173119064,0.4018691588785047,0.6666666666666666,0.0,0.0,0.0,0.5,0.6666666666666667,0.5,0.4,1.0,1
3385,0.48823959094229363,0.7196261682242991,0.05,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.6000000000000001,1.0,0
3487,0.6802045288531775,0.7149532710280374,0.08333333333333334,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,1
6991,0.5532505478451424,0.19626168224299068,0.15,0.0,0.0,0.0,0.5,0.0,0.0,0.4,1.0,0
6898,0.04134404674945216,0.5420560747663551,0.03333333333333334,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,1
6984,0.6062819576333089,0.5560747663551401,0.1,1.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,1
1273,0.07450693937180422,0.2990654205607477,0.8166666666666667,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,1.0,1
4893,0.4449963476990504,0.677570093457944,0.03333333333333334,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.2,1.0,0
2143,0.043681519357195026,0.2710280373831776,0.9166666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.2,0.0,1
4851,0.7053323593864135,0.514018691588785,0.016666666666666666,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.2,0.0,1
1362,0.4170927684441198,0.6401869158878505,0.7,1.0,0.0,0.0,1.0,0.16666666666666669,0.5,0.4,0.0,1
7241,0.6651570489408327,0.15420560747663548,0.1,0.0,0.0,0.0,1.0,0.49999999999999994,0.5,0.4,1.0,1
2596,0.1756026296566837,0.43457943925233644,0.9999999999999999,0.0,0.0,0.0,0.5,0.16666666666666669,0.5,0.2,0.0,1
3488,0.6300949598246895,0.26168224299065423,0.0,0.0,0.0,1.0,0.5,0.16666666666666669,1.0,0.6000000000000001,1.0,1
6251,0.706208911614317,0.6962616822429907,0.016666666666666666,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,1.0,1
4717,0.5199415631848064,0.8551401869158878,0.08333333333333334,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.2,0.0,0
2685,0.36493791088385685,0.8177570093457943,0.38333333333333336,0.0,1.0,0.0,0.5,0.3333333333333333,1.0,0.4,0.0,1
1490,0.22089116143170198,0.5046728971962616,0.5666666666666667,0.0,0.0,1.0,1.0,0.3333333333333333,0.5,0.4,0.0,1
8877,0.0362308254200146,0.8084112149532711,0.1,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.8,0.0,1
4525,0.5514974433893353,0.3598130841121495,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,1
7623,0.44850255661066474,0.40654205607476634,0.03333333333333334,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.6000000000000001,0.0,1
7991,0.5558802045288532,0.6822429906542057,0.016666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.0,1
5667,0.5650840029218408,0.6214953271028038,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4,0.0,0
6978,0.4400292184075968,0.8084112149532711,0.016666666666666666,1.0,0.0,0.0,1.0,0.0,0.5,0.4,0.0,1
1708,0.17282688093498902,0.5467289719626168,0.6,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.4,0.0,1
3882,0.5322132943754565,0.8691588785046728,0.06666666666666667,1.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.6000000000000001,1.0,1
5036,0.10693937180423665,0.8177570093457943,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.8,0.0,0
1982,0.02775748721694668,0.17757009345794394,0.5833333333333333,0.0,0.0,1.0,0.5,0.3333333333333333,1.0,0.4,1.0,1
8006,0.04718772826880935,0.7663551401869159,0.11666666666666667,0.0,0.0,1.0,0.5,0.49999999999999994,1.0,0.8,1.0,1
80,0.13747260774287798,0.39252336448598135,0.7999999999999999,0.0,0.0,1.0,1.0,0.0,1.0,0.2,0.0,1
10102,0.7151205259313367,0.5794392523364486,0.13333333333333333,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,0
10731,0.06764061358655954,0.7336448598130841,0.15,0.0,1.0,0.0,0.5,0.49999999999999994,1.0,0.4,0.0,0
4444,0.5720964207450694,0.25233644859813087,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
9509,0.5346968590211834,0.24766355140186913,0.08333333333333334,0.0,0.0,0.0,0.5,0.0,1.0,0.6000000000000001,0.0,0
6260,0.08137326515704893,0.7570093457943924,0.06666666666666667,0.0,0.0,1.0,0.5,0.3333333333333333,1.0,0.8,1.0,0
10426,0.6527392257121987,0.5654205607476636,0.016666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.6000000000000001,1.0,1
6616,0.012125639152666179,0.6588785046728972,0.08333333333333334,0.0,0.0,0.0,1.0,0.49999999999999994,1.0,0.6000000000000001,1.0,0
9044,0.5684441197954712,0.3551401869158879,0.03333333333333334,0.0,0.0,1.0,1.0,0.0,0.0,0.6000000000000001,0.0,0
10095,0.6226442658875091,0.6869158878504672,0.13333333333333333,0.0,1.0,0.0,0.5,0.16666666666666669,1.0,0.4,1.0,0
2938,0.09028487947406866,0.28037383177570097,0.8999999999999999,0.0,0.0,0.0,0.0,0.49999999999999994,1.0,0.4,0.0,1
9057,0.5601168736303871,0.46261682242990654,0.1,0.0,1.0,0.0,1.0,0.16666666666666669,0.0,0.4,1.0,0
10817,0.6959824689554419,0.5934579439252335,0.03333333333333334,0.0,0.0,0.0,0.5,0.0,0.5,0.4,0.0,1
9461,0.13630387143900655,0.8177570093457943,0.08333333333333334,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.8,0.0,0
8028,0.07114682249817383,0.9065420560747662,0.05,1.0,0.0,0.0,0.5,0.3333333333333333,1.0,1.0,1.0,0
10755,0.0037983929875821665,0.9532710280373832,0.08333333333333334,0.0,1.0,0.0,1.0,0.49999999999999994,1.0,0.4,1.0,0
5897,0.4559532505478452,0.2570093457943925,0.0,0.0,0.0,0.0,0.5,0.49999999999999994,0.0,0.6000000000000001,0.0,0
5553,0.5433162892622352,0.7990654205607476,0.13333333333333333,0.0,1.0,0.0,0.5,0.49999999999999994,1.0,0.4,1.0,1
5589,0.641782322863404,0.7523364485981309,0.03333333333333334,0.0,1.0,0.0,0.5,0.0,1.0,0.4,1.0,0
223,0.045726807888970045,0.09345794392523366,0.13333333333333333,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,1
7532,0.5490138787436085,0.3271028037383178,0.11666666666666667,0.0,0.0,1.0,0.5,0.49999999999999994,0.0,0.2,0.0,1
1911,0.37998539079620164,0.49532710280373826,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,0.5,0.4,0.0,1
6497,0.13995617238860483,0.8878504672897195,0.03333333333333334,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.8,0.0,0
2233,0.3573411249086925,0.6495327102803737,0.85,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.2,1.0,1
935,0.3566106647187728,0.5233644859813084,0.11666666666666667,0.0,0.0,0.0,1.0,0.16666666666666669,0.5,0.6000000000000001,1.0,1
3518,0.450109569028488,0.2429906542056075,0.06666666666666667,0.0,0.0,1.0,1.0,0.0,1.0,0.2,1.0,1
696,0.015924032140248345,0.24766355140186913,0.31666666666666665,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.6000000000000001,0.0,1
8420,0.5674214755295837,0.48130841121495327,0.03333333333333334,0.0,0.0,1.0,0.5,0.16666666666666669,1.0,0.6000000000000001,0.0,1
4038,0.4648648648648649,0.8177570093457943,0.15,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
1544,0.007304601899196489,0.3691588785046729,0.9666666666666666,0.0,0.0,1.0,0.5,0.0,1.0,0.2,1.0,1
4799,0.04762600438276113,0.7196261682242991,0.13333333333333333,0.0,0.0,0.0,1.0,0.49999999999999994,0.0,1.0,1.0,0
505,0.24762600438276114,0.5747663551401868,0.6333333333333333,0.0,0.0,0.0,0.5,0.0,1.0,0.2,0.0,1
9267,0.7044558071585099,0.2289719626168224,0.1,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,0
9682,0.12943754565376184,0.7383177570093459,0.05,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.8,1.0,1
3071,0.1745799853907962,0.663551401869159,0.3,0.0,0.0,0.0,0.5,0.0,1.0,0.2,1.0,1
2190,0.2759678597516435,0.6261682242990655,0.6166666666666666,1.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,1
4573,0.5066471877282688,0.4158878504672897,0.13333333333333333,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,1.0,0
7136,0.7167275383491599,0.663551401869159,0.06666666666666667,0.0,0.0,1.0,0.0,0.16666666666666669,0.0,0.6000000000000001,0.0,1
8245,0.685317750182615,0.36448598130841126,0.05,0.0,0.0,0.0,0.5,0.0,1.0,0.2,0.0,0
1965,0.18962746530314098,0.6074766355140188,0.4166666666666667,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.2,0.0,1
3774,0.5159970781592403,0.5046728971962616,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.4,0.0,0
4983,0.4600438276113952,0.7803738317757009,0.05,0.0,1.0,0.0,0.5,0.16666666666666669,1.0,0.4,1.0,1
8335,0.0968590211833455,0.6542056074766355,0.016666666666666666,0.0,0.0,0.0,1.0,0.49999999999999994,0.5,0.6000000000000001,0.0,1
3524,0.5671292914536158,0.4018691588785047,0.11666666666666667,0.0,0.0,1.0,1.0,0.0,1.0,0.2,1.0,0
8855,0.7300219138056976,0.8037383177570093,0.15,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,0
7670,0.0635500365230095,0.8785046728971962,0.13333333333333333,0.0,0.0,1.0,0.5,0.3333333333333333,0.0,0.8,0.0,0
1310,0.04835646457268078,0.2149532710280374,0.8833333333333333,0.0,0.0,1.0,0.5,0.16666666666666669,1.0,0.8,0.0,1
1735,0.34097881665449226,0.4299065420560748,0.5333333333333333,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.2,0.0,1
3538,0.5579254930606282,0.19158878504672894,0.15,0.0,0.0,0.0,1.0,0.16666666666666669,0.5,0.4,0.0,1
9613,0.6425127830533236,0.7476635514018691,0.06666666666666667,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,0
3583,0.49802775748721695,0.3598130841121495,0.1,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,0
8386,0.6480642804967129,0.7850467289719626,0.0,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.0,0.0,1
8096,0.48327246165084004,0.5607476635514018,0.05,0.0,0.0,1.0,0.5,0.16666666666666669,0.0,0.4,1.0,1
4097,0.4736303871439007,0.2009345794392523,0.0,0.0,0.0,0.0,1.0,0.49999999999999994,0.5,0.8,1.0,0
6425,0.508400292184076,0.7616822429906541,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.0,0
6094,0.6189919649379109,0.5560747663551401,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0
5353,0.5288531775018261,0.3317757009345794,0.0,0.0,0.0,0.0,1.0,0.16666666666666669,0.0,0.4,0.0,1
6202,0.4764061358655953,0.7289719626168224,0.11666666666666667,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,1.0,1
6000,0.06574141709276843,0.6682242990654205,0.05,1.0,0.0,0.0,0.5,0.6666666666666667,1.0,0.4,1.0,0
3770,0.5988312636961286,0.2850467289719626,0.1,0.0,0.0,1.0,0.5,0.16666666666666669,1.0,0.2,1.0,0
2659,0.14492330168005843,0.2289719626168224,0.6,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.6000000000000001,0.0,1
7411,0.12242512783053325,0.6495327102803737,0.05,0.0,0.0,0.0,0.5,0.49999999999999994,0.0,0.4,0.0,1
4089,0.047918188458729,0.6542056074766355,0.08333333333333334,0.0,1.0,0.0,1.0,0.0,0.5,0.6000000000000001,1.0,1
6665,0.6997808619430241,0.2850467289719626,0.016666666666666666,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,1.0,1
2817,0.1164353542731921,0.2850467289719626,0.0,0.0,1.0,0.0,0.5,0.16666666666666669,1.0,0.6000000000000001,1.0,1
7030,0.7101533966398831,0.7570093457943924,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.2,1.0,0
7025,0.6204528853177502,0.07476635514018692,0.13333333333333333,0.0,0.0,0.0,1.0,0.6666666666666667,1.0,0.4,1.0,1
3599,0.5671292914536158,0.5654205607476636,0.06666666666666667,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.2,0.0,1
1570,0.18962746530314098,0.49065420560747663,0.1,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,1
8581,0.49013878743608474,0.6869158878504672,0.15,0.0,0.0,0.0,1.0,0.49999999999999994,1.0,0.4,1.0,0
9000,0.5032870708546384,0.25233644859813087,0.13333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.0,0
3989,0.6154857560262965,0.5420560747663551,0.11666666666666667,0.0,0.0,0.0,0.5,0.16666666666666669,0.0,0.2,0.0,0
4589,0.49802775748721695,0.04672897196261683,0.05,0.0,0.0,0.0,1.0,0.49999999999999994,1.0,0.6000000000000001,0.0,1
6314,0.029510591672753828,0.9672897196261682,0.13333333333333333,0.0,0.0,1.0,1.0,0.49999999999999994,0.0,0.6000000000000001,0.0,0
130,0.053031409788166534,0.3878504672897196,0.26666666666666666,0.0,0.0,0.0,0.5,0.0,0.5,0.2,0.0,1
3606,0.05244704163623082,0.6915887850467289,0.08333333333333334,1.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,1.0,1
1240,0.4242512783053324,0.5327102803738317,0.45,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.4,0.0,1
5998,0.031994156318480654,0.7943925233644858,0.13333333333333333,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.8,0.0,0
7139,0.10153396639883125,0.7757009345794391,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,0.0,0.6000000000000001,1.0,0
3997,0.49685902118334546,0.3598130841121495,0.06666666666666667,0.0,0.0,0.0,0.5,0.0,1.0,0.2,1.0,0
5583,0.6147552958363769,0.17757009345794394,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.4,1.0,1
3037,0.13250547845142438,0.18224299065420557,0.31666666666666665,0.0,0.0,0.0,1.0,0.0,1.0,0.6000000000000001,0.0,1
6436,0.4578524470416362,0.3598130841121495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
911,0.011395178962746527,0.3130841121495327,0.6,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.0,0.0,1
1479,0.41081081081081083,0.602803738317757,0.11666666666666667,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.2,1.0,1
