,Mode_of_Shipment,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Target
4346,1.0,0.4,0.8598130841121495,0.49999999999999994,0.03333333333333334,0.5891891891891892,0
1779,0.0,0.2,0.3411214953271028,0.0,0.9999999999999999,0.07450693937180422,1
7248,0.5,0.6000000000000001,0.3598130841121495,0.16666666666666669,0.13333333333333333,0.6473338203067933,0
5439,1.0,0.4,0.47663551401869153,0.6666666666666667,0.08333333333333334,0.6397370343316289,0
3954,0.5,0.2,0.8084112149532711,0.3333333333333333,0.0,0.7006574141709276,0
1128,1.0,0.4,0.2289719626168224,0.3333333333333333,0.5666666666666667,0.03053323593864135,1
9666,1.0,1.0,0.7476635514018691,0.3333333333333333,0.016666666666666666,0.05770635500365229,0
2951,1.0,0.4,0.32242990654205606,0.16666666666666669,0.1,0.10241051862673484,1
3833,0.0,0.4,0.5467289719626168,0.3333333333333333,0.016666666666666666,0.7094229364499635,1
6297,0.0,0.8,0.9205607476635514,0.49999999999999994,0.1,0.007450693937180425,0
4847,1.0,0.2,0.023364485981308414,0.0,0.13333333333333333,0.5637691745799854,0
6692,0.5,0.4,0.4392523364485982,0.16666666666666669,0.1,0.550036523009496,0
8302,1.0,0.6000000000000001,0.28971962616822433,0.16666666666666669,0.15,0.5360116873630387,1
6218,1.0,0.8,0.9813084112149532,0.3333333333333333,0.11666666666666667,0.1008035062089116,1
2150,1.0,0.4,0.5514018691588785,0.0,0.9333333333333332,0.15734112490869248,1
2799,1.0,0.4,0.5934579439252335,0.3333333333333333,0.4,0.3136596055514974,1
2984,1.0,0.2,0.8271028037383178,0.6666666666666667,0.08333333333333334,0.112490869247626,1
8966,1.0,0.4,0.7570093457943924,0.16666666666666669,0.15,0.5780861943024105,1
7798,0.5,0.4,0.3411214953271028,0.16666666666666669,0.06666666666666667,0.6927684441197954,0
10654,1.0,0.6000000000000001,0.7242990654205607,0.3333333333333333,0.0,0.5858290723155588,1
10600,1.0,0.6000000000000001,0.6728971962616822,0.49999999999999994,0.06666666666666667,0.45916727538349156,0
5284,1.0,1.0,0.9766355140186916,0.3333333333333333,0.08333333333333334,0.12739225712198685,0
5394,1.0,0.4,0.7757009345794391,0.16666666666666669,0.05,0.5966398831263696,0
5267,1.0,0.8,0.9579439252336449,0.49999999999999994,0.03333333333333334,0.12315558802045287,1
8979,1.0,0.2,0.7897196261682243,0.16666666666666669,0.15,0.4517165814463112,1
2297,1.0,0.6000000000000001,0.8644859813084113,0.3333333333333333,0.9166666666666666,0.39561723886048206,1
3420,0.0,0.6000000000000001,0.616822429906542,0.0,0.08333333333333334,0.5818845872899927,1
480,1.0,0.6000000000000001,0.33644859813084116,0.16666666666666669,0.2,0.046165084002921825,1
9912,1.0,0.8,0.8037383177570093,0.3333333333333333,0.15,0.1398100803506209,0
9916,1.0,0.8,0.9439252336448597,0.3333333333333333,0.016666666666666666,0.09452154857560263,0
2277,1.0,0.4,0.7850467289719626,0.16666666666666669,0.6333333333333333,0.177063550036523,1
10109,1.0,0.0,0.5607476635514018,0.16666666666666669,0.13333333333333333,0.4428049671292914,1
10678,0.5,0.2,0.677570093457944,0.16666666666666669,0.08333333333333334,0.6223520818115412,0
8066,0.5,0.2,0.7476635514018691,0.3333333333333333,0.08333333333333334,0.5570489408327246,1
5070,0.0,0.6000000000000001,0.7523364485981309,0.16666666666666669,0.1,0.4575602629656683,0
6020,0.5,0.8,0.9532710280373832,0.3333333333333333,0.1,0.08853177501826151,0
1305,1.0,0.8,0.4532710280373832,0.3333333333333333,0.11666666666666667,0.2850255661066472,1
2563,1.0,0.4,0.28037383177570097,0.16666666666666669,0.5333333333333333,0.12198685171658144,1
4156,1.0,0.6000000000000001,0.8130841121495326,0.16666666666666669,0.06666666666666667,0.723009495982469,1
9582,0.5,0.6000000000000001,0.4112149532710281,0.0,0.13333333333333333,0.5329437545653762,1
5718,1.0,0.4,0.6542056074766355,0.16666666666666669,0.05,0.4756756756756757,1
861,1.0,0.2,0.2429906542056075,0.0,0.95,0.07830533235938641,1
2059,0.0,0.6000000000000001,0.7897196261682243,0.16666666666666669,0.5333333333333333,0.2531775018261505,1
107,1.0,0.4,0.5607476635514018,0.16666666666666669,0.4166666666666667,0.1536888239590942,1
4152,1.0,0.6000000000000001,0.2990654205607477,0.16666666666666669,0.15,0.6612125639152666,0
10997,1.0,0.6000000000000001,0.5934579439252335,0.6666666666666667,0.016666666666666666,0.03053323593864135,0
1672,1.0,0.2,0.7663551401869159,0.16666666666666669,0.85,0.27363038714390064,1
844,1.0,0.4,0.2009345794392523,0.49999999999999994,0.85,0.14258582907231557,1
493,1.0,0.6000000000000001,0.6074766355140188,0.49999999999999994,0.7666666666666666,0.1810080350620891,1
5552,1.0,0.2,0.21962616822429903,0.0,0.08333333333333334,0.47509130752373996,0
3134,0.5,0.8,0.49065420560747663,0.0,0.05,0.7180423666910153,1
4451,1.0,0.6000000000000001,0.33644859813084116,0.0,0.03333333333333334,0.5737034331628926,0
9319,0.0,0.4,0.43457943925233644,0.16666666666666669,0.06666666666666667,0.4575602629656683,0
5020,1.0,0.8,0.9158878504672897,0.3333333333333333,0.11666666666666667,0.13498904309715118,0
10243,1.0,0.2,0.4719626168224299,0.16666666666666669,0.05,0.5634769905040176,1
6818,1.0,0.4,0.5934579439252335,0.49999999999999994,0.08333333333333334,0.08444119795471147,1
378,1.0,0.2,0.26168224299065423,0.16666666666666669,0.7,0.04105186267348429,1
8353,0.0,0.8,0.822429906542056,0.3333333333333333,0.016666666666666666,0.002483564645726799,0
7229,1.0,0.2,0.2570093457943925,0.0,0.03333333333333334,0.5899196493791088,0
6267,1.0,0.4,0.6121495327102803,0.49999999999999994,0.016666666666666666,0.11731190650109566,1
2500,1.0,0.4,0.5280373831775701,0.6666666666666667,0.9666666666666666,0.23681519357195033,1
9726,0.0,0.8,0.35046728971962615,0.49999999999999994,0.13333333333333333,0.49306062819576335,1
10777,1.0,0.6000000000000001,0.7803738317757009,0.49999999999999994,0.0,0.01650840029218406,1
1618,0.5,0.4,0.5,0.49999999999999994,0.5833333333333333,0.4252739225712199,1
4621,1.0,0.2,0.24766355140186913,0.3333333333333333,0.03333333333333334,0.7221329437545654,1
3731,1.0,0.4,0.49065420560747663,0.16666666666666669,0.15,0.5155588020452885,1
5836,1.0,0.4,0.33644859813084116,0.16666666666666669,0.03333333333333334,0.5335281227173119,1
10323,1.0,0.6000000000000001,0.37850467289719625,0.3333333333333333,0.016666666666666666,0.5656683710737764,0
7257,0.0,0.6000000000000001,0.6682242990654205,0.16666666666666669,0.11666666666666667,0.5805697589481373,0
9650,1.0,0.8,0.0981308411214954,0.8333333333333333,0.05,0.4689554419284149,0
7834,1.0,0.4,0.6448598130841122,0.16666666666666669,0.13333333333333333,0.5649379108838568,1
9242,1.0,0.2,0.40654205607476634,0.0,0.03333333333333334,0.6118334550766983,0
5591,0.5,0.0,0.49065420560747663,0.16666666666666669,0.06666666666666667,0.6913075237399562,1
8062,0.5,0.4,0.49065420560747663,0.3333333333333333,0.03333333333333334,0.5545653761869979,0
9323,0.0,0.4,0.7757009345794391,0.16666666666666669,0.08333333333333334,0.6398831263696129,0
326,1.0,0.2,0.3598130841121495,0.16666666666666669,0.85,0.0856099342585829,1
7246,0.5,0.2,0.42056074766355145,0.0,0.03333333333333334,0.7037253469685902,0
8723,1.0,0.6000000000000001,0.7429906542056074,0.3333333333333333,0.06666666666666667,0.7113221329437546,0
7684,0.0,0.6000000000000001,0.7897196261682243,0.3333333333333333,0.1,0.5671292914536158,0
749,1.0,0.4,0.4158878504672897,0.16666666666666669,0.26666666666666666,0.2663257852447042,1
2699,1.0,0.4,0.3878504672897196,0.16666666666666669,0.48333333333333334,0.010956902848794747,1
7914,1.0,0.2,0.3130841121495327,0.0,0.06666666666666667,0.587289992695398,0
49,1.0,0.6000000000000001,0.5607476635514018,0.16666666666666669,0.6499999999999999,0.16727538349159968,1
4738,1.0,0.2,0.6915887850467289,0.0,0.15,0.44747991234477724,1
6415,0.5,0.4,0.5700934579439253,0.6666666666666667,0.11666666666666667,0.5989773557341125,1
5109,1.0,0.6000000000000001,0.3130841121495327,0.6666666666666667,0.08333333333333334,0.48911614317019725,0
874,1.0,0.0,0.514018691588785,0.0,0.48333333333333334,0.43155588020452884,1
9438,0.5,0.8,0.5093457943925234,0.3333333333333333,0.15,0.14214755295836376,1
7907,1.0,0.2,0.7242990654205607,0.3333333333333333,0.1,0.443681519357195,0
9533,1.0,0.2,0.7009345794392524,0.3333333333333333,0.03333333333333334,0.48429510591672753,0
9508,1.0,0.2,0.19158878504672894,0.16666666666666669,0.03333333333333334,0.6568298027757488,1
3203,1.0,0.4,0.5934579439252335,0.16666666666666669,0.06666666666666667,0.47932797662527393,0
3733,1.0,0.6000000000000001,0.616822429906542,0.49999999999999994,0.08333333333333334,0.5120525931336742,0
4357,0.5,0.6000000000000001,0.49065420560747663,0.16666666666666669,0.05,0.6084733382030679,1
2348,1.0,0.2,0.40654205607476634,0.16666666666666669,0.7166666666666666,0.4102264426588751,1
424,0.0,0.4,0.5,0.3333333333333333,0.5499999999999999,0.41081081081081083,1
7624,1.0,0.6000000000000001,0.5327102803738317,0.0,0.016666666666666666,0.4496712929145361,1
5868,0.5,0.2,0.2289719626168224,0.16666666666666669,0.0,0.6878013148283418,0
5672,1.0,0.2,0.25233644859813087,0.0,0.0,0.5465303140978817,0
9820,1.0,0.4,0.3037383177570093,0.0,0.11666666666666667,0.6797662527392258,1
812,0.5,0.4,0.4439252336448598,0.16666666666666669,0.3,0.20321402483564646,1
8289,1.0,0.2,0.4158878504672897,0.3333333333333333,0.13333333333333333,0.6870708546384222,0
94,1.0,0.4,0.5467289719626168,0.3333333333333333,0.5666666666666667,0.19605551497443388,1
5622,0.0,0.4,0.7943925233644858,0.6666666666666667,0.06666666666666667,0.6147552958363769,0
4656,0.0,0.2,0.4158878504672897,0.16666666666666669,0.1,0.6534696859021183,1
1249,0.0,0.4,0.7056074766355139,0.16666666666666669,0.13333333333333333,0.20642804967129288,1
4463,1.0,0.4,0.26168224299065423,0.16666666666666669,0.05,0.6279035792549306,0
8378,1.0,0.6000000000000001,0.8037383177570093,0.16666666666666669,0.11666666666666667,0.6543462381300219,0
8360,0.0,0.8,0.6869158878504672,0.3333333333333333,0.016666666666666666,0.09700511322132943,1
9672,1.0,0.8,0.9345794392523364,0.3333333333333333,0.1,0.14141709276844414,0
5247,1.0,0.2,0.2990654205607477,0.16666666666666669,0.05,0.6035062089116143,0
9109,1.0,0.6000000000000001,0.630841121495327,0.0,0.1,0.6559532505478451,1
4533,0.0,0.8,0.2710280373831776,0.0,0.1,0.5450693937180424,0
3662,1.0,0.4,0.822429906542056,0.0,0.06666666666666667,0.537618699780862,1
10154,0.0,0.4,0.6588785046728972,0.49999999999999994,0.08333333333333334,0.5237399561723886,0
9840,0.5,0.2,0.5420560747663551,0.16666666666666669,0.08333333333333334,0.72081811541271,1
4115,0.0,0.4,0.5,0.16666666666666669,0.13333333333333333,0.6274653031409788,1
6258,1.0,0.8,0.6915887850467289,0.3333333333333333,0.06666666666666667,0.1265157048940833,0
4706,1.0,0.4,0.7289719626168224,0.0,0.13333333333333333,0.46106647187728267,0
4099,0.5,0.2,0.4252336448598131,0.16666666666666669,0.0,0.6632578524470416,0
5587,1.0,0.4,0.7803738317757009,0.16666666666666669,0.03333333333333334,0.4410518626734843,0
10244,1.0,0.2,0.8738317757009345,0.0,0.016666666666666666,0.46837107377647913,0
6410,1.0,0.2,0.5794392523364486,0.16666666666666669,0.08333333333333334,0.6235208181154127,1
922,1.0,0.4,0.5233644859813084,0.8333333333333333,0.11666666666666667,0.1741417092768444,1
5331,0.5,0.4,0.4719626168224299,0.16666666666666669,0.016666666666666666,0.4857560262965669,0
3189,1.0,0.6000000000000001,0.2990654205607477,0.16666666666666669,0.016666666666666666,0.6048210372534697,1
10227,1.0,0.2,0.7990654205607476,0.16666666666666669,0.03333333333333334,0.5208181154127101,0
1645,0.0,0.4,0.21962616822429903,1.0,0.18333333333333335,0.04747991234477722,1
8190,1.0,0.2,0.630841121495327,0.16666666666666669,0.13333333333333333,0.529145361577794,1
3548,0.5,0.4,0.33644859813084116,0.3333333333333333,0.06666666666666667,0.6915997078159241,1
2862,0.5,0.6000000000000001,0.602803738317757,0.16666666666666669,0.4666666666666667,0.20598977355734113,1
4328,1.0,0.2,0.5467289719626168,0.0,0.08333333333333334,0.6388604821037254,1
5748,0.5,0.4,0.7570093457943924,0.8333333333333333,0.11666666666666667,0.5943024105186268,0
7461,1.0,0.6000000000000001,0.7710280373831776,0.49999999999999994,0.06666666666666667,0.12213294375456538,1
1639,0.0,0.2,0.6401869158878505,0.16666666666666669,0.0,0.25463842220598976,1
4302,1.0,0.4,0.29439252336448596,0.16666666666666669,0.05,0.5219868517165814,0
3574,0.0,0.2,0.24766355140186913,0.16666666666666669,0.03333333333333334,0.4657414170927684,0
10585,1.0,0.4,0.2990654205607477,0.49999999999999994,0.08333333333333334,0.4461650840029219,0
2084,1.0,0.2,0.3598130841121495,0.16666666666666669,0.6499999999999999,0.10547845142439735,1
2265,1.0,0.4,0.5934579439252335,0.16666666666666669,0.8333333333333333,0.422790357925493,1
2239,1.0,0.2,0.2757009345794392,0.0,0.6,0.11380569758948136,1
825,0.0,0.4,0.2990654205607477,0.16666666666666669,0.5333333333333333,0.12213294375456538,1
8133,1.0,0.6000000000000001,0.5420560747663551,0.49999999999999994,0.08333333333333334,0.5057706355003653,0
10803,0.5,0.6000000000000001,0.7196261682242991,0.49999999999999994,0.13333333333333333,0.13089846603360114,0
4929,0.0,0.6000000000000001,0.7850467289719626,0.0,0.03333333333333334,0.44631117604090575,1
4530,0.0,0.2,0.40654205607476634,0.16666666666666669,0.05,0.631263696128561,0
9588,0.0,0.0,0.397196261682243,0.3333333333333333,0.016666666666666666,0.5472607742878013,0
8718,1.0,0.6000000000000001,0.24766355140186913,0.16666666666666669,0.13333333333333333,0.6094959824689554,1
4032,1.0,0.2,0.4532710280373832,0.16666666666666669,0.016666666666666666,0.5526661796932067,0
5471,0.5,0.8,0.9813084112149532,0.3333333333333333,0.13333333333333333,0.08677867056245434,0
2270,1.0,0.4,0.7242990654205607,0.16666666666666669,0.15,0.3675675675675676,1
8491,0.0,0.2,0.6915887850467289,0.16666666666666669,0.08333333333333334,0.44718772826880937,1
5908,1.0,0.2,0.48130841121495327,0.49999999999999994,0.15,0.5618699780861943,1
2095,1.0,0.2,0.26635514018691586,0.0,0.6,0.10796201607012415,1
21,1.0,0.2,0.6355140186915887,0.3333333333333333,0.8333333333333333,0.2772826880934989,1
10920,1.0,0.4,0.7523364485981309,0.49999999999999994,0.13333333333333333,0.1268078889700511,1
3313,1.0,0.4,0.5420560747663551,0.0,0.08333333333333334,0.45522279035792546,1
8430,1.0,0.2,0.7009345794392524,0.0,0.13333333333333333,0.5764791818845872,0
6584,0.0,0.6000000000000001,0.7990654205607476,0.49999999999999994,0.05,0.014024835646457262,0
5842,1.0,0.4,0.4579439252336448,0.16666666666666669,0.15,0.6092037983929875,1
4724,1.0,0.6000000000000001,0.48130841121495327,0.3333333333333333,0.11666666666666667,0.6371073776479181,0
5404,1.0,0.4,0.4392523364485982,0.3333333333333333,0.05,0.4530314097881666,1
4618,1.0,0.2,0.35046728971962615,0.16666666666666669,0.06666666666666667,0.7116143170197224,0
5246,1.0,0.6000000000000001,0.11682242990654212,0.49999999999999994,0.05,0.7059167275383491,0
7588,1.0,0.2,0.5794392523364486,0.3333333333333333,0.1,0.7148283418553689,1
10483,1.0,0.4,0.7336448598130841,0.49999999999999994,0.03333333333333334,0.01329437545653761,0
2116,1.0,0.4,0.49532710280373826,0.3333333333333333,0.9166666666666666,0.30635500365230095,1
4655,0.0,0.6000000000000001,0.028037383177570097,0.49999999999999994,0.03333333333333334,0.5526661796932067,0
2335,0.0,0.6000000000000001,0.8271028037383178,0.16666666666666669,0.2833333333333333,0.20657414170927682,1
2640,1.0,0.4,0.19158878504672894,0.0,0.21666666666666667,0.11614317019722423,1
3397,1.0,0.4,0.3738317757009346,0.16666666666666669,0.0,0.5512052593133674,0
5066,0.0,0.4,0.6542056074766355,0.16666666666666669,0.13333333333333333,0.5440467494521548,0
4864,1.0,0.6000000000000001,0.5560747663551401,0.16666666666666669,0.06666666666666667,0.6648648648648648,1
6545,1.0,0.8,0.9439252336448597,0.3333333333333333,0.03333333333333334,0.07582176771365959,0
9839,0.5,0.4,0.5981308411214953,0.0,0.03333333333333334,0.5574872169466764,0
6269,1.0,1.0,0.9626168224299064,0.49999999999999994,0.1,0.07333820306793279,1
4467,1.0,0.0,0.3738317757009346,0.16666666666666669,0.08333333333333334,0.5850986121256392,0
5535,1.0,1.0,0.6915887850467289,0.49999999999999994,0.03333333333333334,0.060920379839298766,1
7126,0.0,0.2,0.6682242990654205,0.16666666666666669,0.016666666666666666,0.5002191380569759,0
1487,0.5,0.8,0.5747663551401868,0.6666666666666667,0.15,0.2021913805697589,1
6576,0.0,0.8,0.7663551401869159,0.3333333333333333,0.016666666666666666,0.03214024835646456,0
1213,0.5,0.4,0.7476635514018691,0.16666666666666669,0.23333333333333334,0.3146822498173849,1
6691,0.5,0.8,0.7616822429906541,0.16666666666666669,0.03333333333333334,0.6840029218407596,0
2648,1.0,0.2,0.18224299065420557,0.3333333333333333,0.7666666666666666,0.12257121986851718,1
7491,1.0,0.4,0.7102803738317757,0.6666666666666667,0.0,0.06048210372534696,1
9812,1.0,0.4,0.7336448598130841,0.16666666666666669,0.06666666666666667,0.6869247626004382,0
5427,1.0,0.6000000000000001,0.6588785046728972,0.6666666666666667,0.016666666666666666,0.5171658144631117,0
171,1.0,0.4,0.3738317757009346,0.3333333333333333,0.85,0.013878743608473326,1
4229,0.5,0.6000000000000001,0.3551401869158879,0.3333333333333333,0.15,0.5344046749452155,1
4892,1.0,0.6000000000000001,0.7009345794392524,0.16666666666666669,0.03333333333333334,0.5861212563915267,0
10793,1.0,0.4,0.5654205607476636,0.49999999999999994,0.15,0.1085463842220599,0
1946,1.0,0.6000000000000001,0.4018691588785047,0.16666666666666669,0.11666666666666667,0.37677136596055516,1
10859,1.0,0.2,0.13551401869158886,0.16666666666666669,0.13333333333333333,0.6556610664718773,0
4387,0.0,0.6000000000000001,0.32242990654205606,0.16666666666666669,0.15,0.6715850986121257,0
3379,1.0,0.0,0.30841121495327106,0.16666666666666669,0.15,0.5095690284879474,1
4592,1.0,0.4,0.2149532710280374,0.0,0.06666666666666667,0.44718772826880937,0
10184,1.0,1.0,0.7383177570093459,0.3333333333333333,0.0,0.050547845142439735,0
6430,0.5,0.2,0.25233644859813087,0.3333333333333333,0.0,0.5348429510591672,0
10598,1.0,0.4,0.37850467289719625,0.16666666666666669,0.06666666666666667,0.6948137326515704,0
9670,1.0,0.4,0.7570093457943924,0.49999999999999994,0.0,0.13425858290723156,0
5954,1.0,0.4,0.17757009345794394,0.16666666666666669,0.11666666666666667,0.6856099342585829,0
1256,1.0,0.0,0.39252336448598135,0.16666666666666669,0.5333333333333333,0.03155588020452885,1
5871,0.5,0.2,0.383177570093458,0.16666666666666669,0.06666666666666667,0.6844411979547115,0
10812,0.5,0.2,0.2009345794392523,0.16666666666666669,0.1,0.6132943754565376,1
9968,1.0,0.2,0.46728971962616817,0.16666666666666669,0.05,0.6750913075237399,0
1143,1.0,0.2,0.5981308411214953,0.0,0.6,0.32417823228634035,1
5564,1.0,0.4,0.822429906542056,0.16666666666666669,0.0,0.5744338933528123,1
2727,0.5,0.4,0.5233644859813084,0.0,0.31666666666666665,0.25682980277574874,1
9784,1.0,0.4,0.7990654205607476,0.16666666666666669,0.13333333333333333,0.6213294375456537,0
10956,0.0,0.4,0.44859813084112143,0.3333333333333333,0.1,0.5767713659605551,0
4595,1.0,0.4,0.44859813084112143,0.3333333333333333,0.016666666666666666,0.6577063550036523,0
2624,1.0,0.6000000000000001,0.4252336448598131,0.16666666666666669,0.8666666666666666,0.31716581446311176,1
3906,1.0,0.4,0.822429906542056,0.49999999999999994,0.03333333333333334,0.6197224251278305,0
10219,1.0,0.4,0.7149532710280374,0.49999999999999994,0.15,0.00964207450693938,1
5028,1.0,0.2,0.24766355140186913,0.0,0.06666666666666667,0.0032140248356464507,0
7675,0.0,0.6000000000000001,0.7196261682242991,0.3333333333333333,0.05,0.06384222059897735,0
9268,1.0,0.2,0.3457943925233645,0.16666666666666669,0.08333333333333334,0.6937910883856829,0
1961,1.0,0.0,0.0981308411214954,0.0,0.5833333333333333,0.03053323593864135,1
8362,0.0,0.6000000000000001,0.8411214953271028,0.6666666666666667,0.08333333333333334,0.006135865595325057,0
2965,1.0,0.2,0.14018691588785048,0.0,0.4666666666666667,0.027903579254930616,1
10110,1.0,0.6000000000000001,0.46728971962616817,0.0,0.016666666666666666,0.6594594594594595,0
9690,1.0,0.6000000000000001,0.5841121495327103,0.49999999999999994,0.11666666666666667,0.13528122717311905,1
6696,0.5,0.2,0.2570093457943925,0.3333333333333333,0.0,0.5238860482103725,1
3831,0.0,0.8,0.17757009345794394,0.16666666666666669,0.15,0.040467494521548575,1
2298,1.0,0.4,0.16822429906542058,0.3333333333333333,0.45,0.10430971512052592,1
1698,1.0,0.4,0.5046728971962616,0.0,0.4666666666666667,0.28341855368882396,1
1760,0.5,0.4,0.26168224299065423,0.0,0.2833333333333333,0.07830533235938641,1
8000,1.0,0.6000000000000001,0.6682242990654205,0.49999999999999994,0.0,0.07552958363769174,1
4687,1.0,0.6000000000000001,0.6542056074766355,0.16666666666666669,0.05,0.6899926953981008,1
4248,0.0,0.4,0.40654205607476634,0.3333333333333333,0.13333333333333333,0.6071585098612126,0
4904,1.0,0.2,0.32242990654205606,0.0,0.08333333333333334,0.5031409788166545,0
10594,1.0,0.2,0.40654205607476634,0.0,0.08333333333333334,0.4838568298027758,1
671,0.5,0.2,0.7943925233644858,0.0,0.7499999999999999,0.37881665449233015,1
2315,0.5,0.4,0.18224299065420557,0.0,0.35,0.028341855368882396,1
211,1.0,0.0,0.2710280373831776,0.16666666666666669,0.3333333333333333,0.016362308254200153,1
9556,1.0,0.2,0.7523364485981309,0.0,0.016666666666666666,0.7032870708546384,0
1,0.0,0.4,0.5607476635514018,0.0,0.9666666666666666,0.3048940832724616,1
8759,0.5,0.2,0.48130841121495327,0.0,0.1,0.6617969320672024,1
4207,1.0,0.2,0.3317757009345794,0.0,0.016666666666666666,0.4587289992695398,0
10709,1.0,0.6000000000000001,0.677570093457944,0.49999999999999994,0.06666666666666667,0.016800584368151933,1
5822,1.0,0.6000000000000001,0.6214953271028038,0.0,0.0,0.6899926953981008,0
8071,0.5,0.4,0.677570093457944,0.0,0.03333333333333334,0.6823959094229365,0
10561,0.0,0.0,0.40654205607476634,0.0,0.06666666666666667,0.633162892622352,1
1930,0.0,0.4,0.5420560747663551,0.3333333333333333,0.25,0.2181154127100073,1
5244,1.0,0.4,0.4112149532710281,0.16666666666666669,0.15,0.5741417092768444,0
1493,0.5,0.4,0.26635514018691586,0.16666666666666669,0.15,0.02658875091307525,1
3226,1.0,0.4,0.8177570093457943,0.16666666666666669,0.05,0.5466764061358655,1
6585,0.0,1.0,0.836448598130841,0.3333333333333333,0.08333333333333334,0.07479912344777209,0
2923,1.0,0.4,0.17757009345794394,0.16666666666666669,0.35,0.09174579985390796,1
10531,0.5,0.6000000000000001,0.6542056074766355,0.3333333333333333,0.08333333333333334,0.5048940832724617,0
4320,1.0,0.4,0.7570093457943924,0.16666666666666669,0.0,0.5335281227173119,0
5885,0.5,0.4,0.630841121495327,0.16666666666666669,0.08333333333333334,0.5037253469685902,1
6806,1.0,0.8,0.883177570093458,0.8333333333333333,0.13333333333333333,0.45449233016800583,0
1723,1.0,0.6000000000000001,0.1728971962616822,0.3333333333333333,0.4666666666666667,0.013586559532505482,1
1158,1.0,0.4,0.7009345794392524,0.0,0.8999999999999999,0.20248356464572678,1
2376,1.0,0.4,0.7850467289719626,0.16666666666666669,0.6333333333333333,0.3970781592403214,1
2485,1.0,0.6000000000000001,0.5327102803738317,0.0,0.7166666666666666,0.34784514243973697,1
7035,1.0,0.0,0.5747663551401868,0.3333333333333333,0.08333333333333334,0.6023374726077428,0
10969,0.0,0.6000000000000001,0.6448598130841122,0.49999999999999994,0.1,0.07640613586559533,0
6759,1.0,0.6000000000000001,0.44859813084112143,0.16666666666666669,0.1,0.6857560262965668,1
1260,1.0,0.6000000000000001,0.4719626168224299,0.0,0.18333333333333335,0.3504747991234477,1
5150,1.0,0.4,0.677570093457944,0.3333333333333333,0.06666666666666667,0.59590942293645,0
5912,1.0,0.6000000000000001,0.4532710280373832,0.3333333333333333,0.15,0.625127830533236,0
4173,1.0,0.2,0.6448598130841122,0.0,0.11666666666666667,0.4398831263696129,1
8143,1.0,0.4,0.04672897196261683,0.0,0.08333333333333334,0.7108838568298028,0
52,1.0,0.4,0.32242990654205606,0.16666666666666669,0.7166666666666666,0.04660336011687363,1
554,0.0,0.6000000000000001,0.7196261682242991,0.16666666666666669,0.16666666666666666,0.3465303140978816,1
219,1.0,0.2,0.8130841121495326,0.16666666666666669,0.9833333333333333,0.4213294375456538,1
7173,1.0,0.8,0.8878504672897195,0.3333333333333333,0.13333333333333333,0.013878743608473326,1
6361,1.0,0.4,0.630841121495327,0.49999999999999994,0.1,0.5430241051862673,0
1529,1.0,0.2,0.30841121495327106,0.0,0.4166666666666667,0.09612856099342584,1
10299,1.0,0.8,0.5841121495327103,0.49999999999999994,0.13333333333333333,0.4907231555880205,0
6516,1.0,0.6000000000000001,0.43457943925233644,0.49999999999999994,0.03333333333333334,0.6213294375456537,1
2518,1.0,0.2,0.3691588785046729,0.16666666666666669,0.05,0.07567567567567568,1
1690,1.0,0.2,0.36448598130841126,0.0,0.8333333333333333,0.06267348429510591,1
5548,1.0,0.2,0.5420560747663551,0.16666666666666669,0.03333333333333334,0.5566106647187729,0
1986,1.0,0.6000000000000001,0.19626168224299068,0.0,0.6166666666666666,0.11716581446311178,1
10506,1.0,0.4,0.4859813084112149,0.3333333333333333,0.0,0.5674214755295837,0
10724,1.0,0.4,0.7149532710280374,0.49999999999999994,0.016666666666666666,0.028341855368882396,0
6243,1.0,0.4,0.7289719626168224,0.16666666666666669,0.016666666666666666,0.6965668371073777,0
189,1.0,0.0,0.17757009345794394,0.16666666666666669,0.6833333333333332,0.06048210372534696,1
2734,0.5,0.2,0.22429906542056077,0.49999999999999994,0.7,0.0037983929875821665,1
7114,0.5,0.4,0.6962616822429907,0.3333333333333333,0.08333333333333334,0.591672753834916,0
7441,1.0,0.4,0.2850467289719626,0.8333333333333333,0.03333333333333334,0.5663988312636962,1
4499,0.5,0.2,0.3457943925233645,0.16666666666666669,0.06666666666666667,0.5935719503287071,0
717,1.0,0.4,0.677570093457944,0.0,0.6333333333333333,0.28254200146092034,1
8761,0.5,0.2,0.1869158878504673,0.16666666666666669,0.08333333333333334,0.5303140978816655,0
4005,1.0,0.2,0.3130841121495327,0.0,0.15,0.637399561723886,1
9499,1.0,0.0,0.28037383177570097,0.3333333333333333,0.13333333333333333,0.46501095690284877,1
1223,0.5,0.2,0.7570093457943924,0.0,0.16666666666666666,0.26150474799123447,1
6880,1.0,0.4,0.7056074766355139,0.6666666666666667,0.05,0.006281957633308993,0
6505,1.0,0.6000000000000001,0.7383177570093459,0.49999999999999994,0.15,0.002775748721694671,0
3705,0.0,0.2,0.8084112149532711,0.0,0.0,0.5810080350620891,0
3622,1.0,0.2,0.23364485981308414,0.16666666666666669,0.05,0.7078159240321402,1
9769,1.0,0.4,0.7009345794392524,0.16666666666666669,0.1,0.45127830533235935,0
6738,1.0,0.6000000000000001,0.44859813084112143,0.0,0.15,0.666617969320672,0
